Player,Position,Date,TM,OPP,PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
Kyrie Irving,Point,2022-01-05,BRK,IND,22.0,4.0,9.0,17.0,0.529,0.0,2.0,0.0,4.0,4.0,1.0,2.0,0.586,28.4,0.529,116.0,117.0,17.9,0.3,116.1
Kyrie Irving,Point,2022-01-10,BRK,POR,22.0,4.0,9.0,21.0,0.429,3.0,8.0,0.375,1.0,1.0,1.0,4.0,0.513,27.4,0.5,96.0,117.0,13.4,-3.6,116.9
Kyrie Irving,Point,2022-01-19,BRK,WAS,30.0,7.0,13.0,23.0,0.565,2.0,8.0,0.25,2.0,2.0,1.0,3.0,0.628,31.0,0.609,122.0,124.0,22.1,4.2,114.5
Kyrie Irving,Point,2022-01-21,BRK,SAS,24.0,4.0,10.0,21.0,0.476,3.0,6.0,0.5,1.0,1.0,1.0,0.0,0.56,25.8,0.548,126.0,115.0,16.2,2.9,112.3
Kyrie Irving,Point,2022-01-23,BRK,MIN,30.0,5.0,11.0,20.0,0.55,3.0,8.0,0.375,5.0,5.0,1.0,3.0,0.676,29.5,0.625,134.0,133.0,23.3,5.9,111.7
Kyrie Irving,Point,2022-01-29,BRK,GSW,32.0,7.0,9.0,21.0,0.429,3.0,8.0,0.375,11.0,12.0,0.917,5.0,0.609,32.6,0.5,118.0,111.0,25.0,8.4,106.9
Kyrie Irving,Point,2022-02-01,BRK,PHO,26.0,3.0,10.0,20.0,0.5,3.0,8.0,0.375,3.0,4.0,0.75,2.0,0.597,30.8,0.575,112.0,128.0,17.1,-0.3,107.3
Kyrie Irving,Point,2022-02-02,BRK,SAC,14.0,1.0,5.0,15.0,0.333,2.0,5.0,0.4,2.0,2.0,1.0,4.0,0.441,25.1,0.4,74.0,124.0,5.1,-10.5,115.3
Kyrie Irving,Point,2022-02-06,BRK,DEN,27.0,11.0,10.0,26.0,0.385,3.0,9.0,0.333,4.0,5.0,0.8,2.0,0.479,33.1,0.442,109.0,127.0,22.3,3.8,112.1
Kyrie Irving,Point,2022-02-10,BRK,WAS,31.0,6.0,9.0,22.0,0.409,3.0,8.0,0.375,10.0,11.0,0.909,3.0,0.577,35.1,0.477,119.0,125.0,21.0,1.5,114.5
Kyrie Irving,Point,2022-02-12,BRK,MIA,29.0,5.0,10.0,22.0,0.455,3.0,8.0,0.375,6.0,6.0,1.0,2.0,0.588,28.0,0.523,118.0,116.0,22.1,5.8,109.1
Kyrie Irving,Point,2022-02-26,BRK,MIL,38.0,5.0,14.0,26.0,0.538,2.0,6.0,0.333,8.0,9.0,0.889,2.0,0.634,34.5,0.577,127.0,121.0,28.8,6.5,111.8
Kyrie Irving,Point,2022-03-06,BRK,BOS,19.0,6.0,8.0,18.0,0.444,2.0,6.0,0.333,1.0,1.0,1.0,3.0,0.515,24.5,0.5,108.0,126.0,14.2,0.8,106.9
Kyrie Irving,Point,2022-03-08,BRK,CHO,50.0,6.0,15.0,19.0,0.789,9.0,12.0,0.75,11.0,13.0,0.846,3.0,1.011,32.0,1.026,172.0,119.0,44.1,23.3,113.7
Kyrie Irving,Point,2022-03-10,BRK,PHI,22.0,5.0,8.0,17.0,0.471,5.0,11.0,0.455,1.0,2.0,0.5,1.0,0.615,27.3,0.618,130.0,106.0,18.2,6.5,110.8
Kyrie Irving,Point,2022-03-15,BRK,ORL,60.0,4.0,20.0,31.0,0.645,8.0,12.0,0.667,12.0,13.0,0.923,1.0,0.817,45.1,0.774,161.0,96.0,53.8,26.7,112.5
Kyrie Irving,Point,2022-03-23,BRK,MEM,43.0,8.0,15.0,27.0,0.556,6.0,11.0,0.545,7.0,7.0,1.0,3.0,0.715,32.1,0.667,141.0,136.0,33.0,10.2,109.0
Kyrie Irving,Point,2022-03-26,BRK,MIA,11.0,6.0,4.0,11.0,0.364,1.0,5.0,0.2,2.0,2.0,1.0,1.0,0.463,19.0,0.409,109.0,99.0,10.5,0.4,109.1
Kyrie Irving,Point,2022-03-27,BRK,CHO,16.0,11.0,6.0,22.0,0.273,1.0,9.0,0.111,3.0,4.0,0.75,2.0,0.337,26.0,0.295,89.0,129.0,9.9,-5.2,113.7
Kyrie Irving,Point,2022-03-29,BRK,DET,24.0,4.0,7.0,18.0,0.389,4.0,8.0,0.5,6.0,6.0,1.0,6.0,0.581,29.4,0.5,101.0,132.0,10.7,-10.9,113.8
Kyrie Irving,Point,2022-03-31,BRK,MIL,25.0,5.0,9.0,22.0,0.409,4.0,9.0,0.444,3.0,3.0,1.0,3.0,0.536,26.0,0.5,98.0,110.0,15.8,-0.9,111.8
Kyrie Irving,Point,2022-04-05,BRK,HOU,42.0,6.0,13.0,24.0,0.542,8.0,16.0,0.5,8.0,8.0,1.0,4.0,0.763,33.0,0.708,141.0,108.0,33.4,16.2,116.7
Kyrie Irving,Point,2022-04-06,BRK,NYK,24.0,7.0,9.0,26.0,0.346,3.0,12.0,0.25,3.0,3.0,1.0,3.0,0.439,30.0,0.404,99.0,99.0,16.3,1.4,110.5
Kyrie Irving,Point,2022-04-08,BRK,CLE,18.0,8.0,7.0,22.0,0.318,1.0,7.0,0.143,3.0,3.0,1.0,2.0,0.386,27.7,0.341,102.0,118.0,11.2,-6.3,109.7
Kyrie Irving,Point,2022-04-10,BRK,IND,35.0,5.0,15.0,20.0,0.75,4.0,6.0,0.667,1.0,2.0,0.5,3.0,0.838,25.7,0.85,148.0,123.0,29.8,6.7,116.1
