Player,Position,Date,TM,OPP,PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
Pascal Siakam,Power,2021-11-07,TOR,BRK,15.0,1.0,5.0,12.0,0.417,1.0,3.0,0.333,4.0,5.0,0.8,0.0,0.528,26.4,0.458,114.0,123.0,11.7,2.6,112.8
Pascal Siakam,Power,2021-11-10,TOR,BOS,8.0,3.0,3.0,7.0,0.429,0.0,1.0,0.0,2.0,2.0,1.0,4.0,0.508,18.5,0.429,78.0,102.0,5.3,-5.5,106.9
Pascal Siakam,Power,2021-11-13,TOR,DET,25.0,7.0,9.0,14.0,0.643,2.0,3.0,0.667,5.0,9.0,0.556,2.0,0.696,24.3,0.714,151.0,135.0,25.1,9.7,113.8
Pascal Siakam,Power,2021-11-15,TOR,POR,20.0,6.0,7.0,15.0,0.467,2.0,6.0,0.333,4.0,4.0,1.0,2.0,0.597,21.2,0.533,127.0,130.0,15.8,0.9,116.9
Pascal Siakam,Power,2021-11-19,TOR,SAC,32.0,1.0,10.0,12.0,0.833,3.0,3.0,1.0,9.0,10.0,0.9,4.0,0.976,29.8,0.958,150.0,94.0,26.5,17.4,115.3
Pascal Siakam,Power,2021-11-21,TOR,GSW,21.0,2.0,8.0,17.0,0.471,3.0,6.0,0.5,2.0,5.0,0.4,1.0,0.547,24.1,0.559,114.0,124.0,15.0,3.7,106.9
Pascal Siakam,Power,2021-11-24,TOR,MEM,17.0,2.0,5.0,12.0,0.417,1.0,3.0,0.333,6.0,8.0,0.75,0.0,0.548,20.7,0.458,132.0,121.0,13.9,-1.0,109.0
Pascal Siakam,Power,2021-11-26,TOR,IND,17.0,4.0,7.0,17.0,0.412,1.0,4.0,0.25,2.0,3.0,0.667,1.0,0.464,23.3,0.441,107.0,120.0,14.4,1.4,116.1
Pascal Siakam,Power,2021-11-28,TOR,BOS,18.0,5.0,8.0,19.0,0.421,0.0,4.0,0.0,2.0,2.0,1.0,1.0,0.453,24.0,0.421,103.0,117.0,10.9,-2.8,106.9
Pascal Siakam,Power,2021-11-30,TOR,MEM,20.0,5.0,9.0,19.0,0.474,1.0,6.0,0.167,1.0,1.0,1.0,2.0,0.514,29.6,0.5,108.0,97.0,15.1,11.3,109.0
Pascal Siakam,Power,2021-12-02,TOR,MIL,20.0,4.0,9.0,18.0,0.5,1.0,4.0,0.25,1.0,2.0,0.5,6.0,0.53,31.6,0.528,92.0,109.0,9.3,-5.7,111.8
Pascal Siakam,Power,2021-12-05,TOR,WAS,31.0,3.0,10.0,21.0,0.476,1.0,1.0,1.0,10.0,12.0,0.833,1.0,0.59,35.1,0.5,123.0,103.0,21.6,8.4,114.5
Pascal Siakam,Power,2021-12-08,TOR,OKC,23.0,5.0,10.0,15.0,0.667,2.0,2.0,1.0,1.0,3.0,0.333,5.0,0.705,23.8,0.733,114.0,117.0,17.9,1.8,112.8
Pascal Siakam,Power,2021-12-10,TOR,NYK,13.0,4.0,3.0,18.0,0.167,0.0,3.0,0.0,7.0,8.0,0.875,1.0,0.302,26.1,0.167,76.0,96.0,6.5,-6.6,110.5
Pascal Siakam,Power,2021-12-13,TOR,SAC,16.0,4.0,8.0,15.0,0.533,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.518,24.1,0.533,112.0,100.0,14.6,0.6,115.3
Pascal Siakam,Power,2021-12-14,TOR,BRK,25.0,2.0,12.0,21.0,0.571,0.0,4.0,0.0,1.0,2.0,0.5,2.0,0.571,22.8,0.571,110.0,122.0,16.0,-3.2,112.8
Pascal Siakam,Power,2021-12-28,TOR,PHI,28.0,8.0,11.0,21.0,0.524,0.0,4.0,0.0,6.0,6.0,1.0,3.0,0.592,28.7,0.524,124.0,125.0,23.4,4.7,110.8
Pascal Siakam,Power,2021-12-31,TOR,LAC,25.0,7.0,10.0,20.0,0.5,1.0,2.0,0.5,4.0,9.0,0.444,3.0,0.522,27.3,0.525,114.0,107.0,24.8,8.7,110.1
Pascal Siakam,Power,2022-01-02,TOR,NYK,20.0,7.0,7.0,15.0,0.467,0.0,1.0,0.0,6.0,9.0,0.667,6.0,0.527,29.8,0.467,106.0,104.0,16.6,1.3,110.5
Pascal Siakam,Power,2022-01-04,TOR,SAS,18.0,5.0,7.0,13.0,0.538,2.0,2.0,1.0,2.0,4.0,0.5,3.0,0.61,25.6,0.615,117.0,99.0,14.2,0.1,112.3
Pascal Siakam,Power,2022-01-05,TOR,MIL,33.0,6.0,13.0,23.0,0.565,2.0,4.0,0.5,5.0,7.0,0.714,4.0,0.633,30.3,0.609,117.0,107.0,24.8,5.7,111.8
Pascal Siakam,Power,2022-01-07,TOR,UTA,17.0,5.0,6.0,16.0,0.375,2.0,5.0,0.4,3.0,4.0,0.75,1.0,0.479,19.7,0.438,118.0,111.0,14.1,-0.7,110.5
Pascal Siakam,Power,2022-01-09,TOR,NOP,29.0,7.0,8.0,18.0,0.444,3.0,5.0,0.6,10.0,10.0,1.0,2.0,0.647,26.0,0.528,145.0,112.0,27.5,12.3,113.0
Pascal Siakam,Power,2022-01-11,TOR,PHO,22.0,7.0,10.0,23.0,0.435,0.0,5.0,0.0,2.0,4.0,0.5,4.0,0.444,30.7,0.435,99.0,105.0,12.7,3.1,107.3
Pascal Siakam,Power,2022-01-14,TOR,DET,23.0,4.0,8.0,17.0,0.471,1.0,2.0,0.5,6.0,9.0,0.667,1.0,0.549,23.8,0.5,123.0,117.0,18.1,5.5,113.8
Pascal Siakam,Power,2022-01-15,TOR,MIL,30.0,10.0,11.0,20.0,0.55,3.0,3.0,1.0,5.0,9.0,0.556,6.0,0.626,31.5,0.625,115.0,103.0,23.0,10.9,111.8
Pascal Siakam,Power,2022-01-19,TOR,DAL,20.0,3.0,7.0,18.0,0.389,0.0,2.0,0.0,6.0,8.0,0.75,5.0,0.465,25.7,0.389,86.0,107.0,10.7,-1.7,109.4
Pascal Siakam,Power,2022-01-21,TOR,WAS,21.0,4.0,8.0,17.0,0.471,1.0,2.0,0.5,4.0,4.0,1.0,2.0,0.56,22.8,0.5,119.0,117.0,15.8,-1.6,114.5
Pascal Siakam,Power,2022-01-23,TOR,POR,28.0,5.0,13.0,20.0,0.65,0.0,1.0,0.0,2.0,4.0,0.5,3.0,0.643,29.3,0.65,120.0,115.0,22.2,4.9,116.9
Pascal Siakam,Power,2022-01-25,TOR,CHO,24.0,12.0,9.0,16.0,0.563,1.0,2.0,0.5,5.0,5.0,1.0,3.0,0.659,23.7,0.594,140.0,117.0,25.2,7.3,113.7
Pascal Siakam,Power,2022-01-29,TOR,MIA,21.0,6.0,7.0,18.0,0.389,1.0,3.0,0.333,6.0,6.0,1.0,4.0,0.509,21.0,0.417,103.0,94.0,20.9,4.3,109.1
Pascal Siakam,Power,2022-01-31,TOR,ATL,25.0,4.0,9.0,17.0,0.529,1.0,2.0,0.5,6.0,8.0,0.75,4.0,0.609,27.7,0.559,106.0,100.0,18.3,2.3,114.9
Pascal Siakam,Power,2022-02-01,TOR,MIA,16.0,4.0,5.0,14.0,0.357,1.0,3.0,0.333,5.0,7.0,0.714,4.0,0.468,26.7,0.393,106.0,107.0,14.6,1.9,109.1
Pascal Siakam,Power,2022-02-03,TOR,CHI,25.0,7.0,9.0,22.0,0.409,1.0,4.0,0.25,6.0,7.0,0.857,3.0,0.498,24.6,0.432,114.0,110.0,21.7,3.1,113.6
Pascal Siakam,Power,2022-02-04,TOR,ATL,33.0,4.0,11.0,16.0,0.688,3.0,3.0,1.0,8.0,9.0,0.889,2.0,0.827,25.8,0.781,158.0,123.0,29.3,7.6,114.9
Pascal Siakam,Power,2022-02-07,TOR,CHO,24.0,8.0,10.0,16.0,0.625,2.0,4.0,0.5,2.0,5.0,0.4,4.0,0.659,21.8,0.688,126.0,103.0,20.8,6.2,113.7
Pascal Siakam,Power,2022-02-10,TOR,HOU,30.0,4.0,13.0,19.0,0.684,1.0,4.0,0.25,3.0,5.0,0.6,2.0,0.708,29.9,0.711,138.0,125.0,20.4,1.2,116.7
Pascal Siakam,Power,2022-02-14,TOR,NOP,18.0,1.0,7.0,19.0,0.368,0.0,2.0,0.0,4.0,5.0,0.8,2.0,0.425,29.3,0.368,93.0,136.0,8.5,-3.9,113.0
