Player,Position,Date,TM,OPP,PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,TS%,USG%,eFG%,ORtg,DRtg,GmSc,BPM,OPP DRTG
Luka Doncic,Point,2022-12-03,DAL,NYK,30.0,7.0,11.0,21.0,0.524,4.0,9.0,0.444,4.0,4.0,1.0,5.0,0.659,38.6,0.619,118.0,91.0,24.3,16.2,114.8
Luka Doncic,Point,2022-12-05,DAL,PHO,33.0,8.0,12.0,20.0,0.6,4.0,9.0,0.444,5.0,7.0,0.714,3.0,0.715,39.6,0.7,143.0,112.0,29.0,17.1,113.0
Luka Doncic,Point,2022-12-06,DAL,DEN,22.0,12.0,5.0,17.0,0.294,4.0,9.0,0.444,8.0,9.0,0.889,5.0,0.525,33.2,0.412,109.0,120.0,18.0,1.1,114.2
Luka Doncic,Point,2022-12-09,DAL,MIL,33.0,11.0,13.0,28.0,0.464,3.0,11.0,0.273,4.0,10.0,0.4,1.0,0.509,40.4,0.518,118.0,110.0,26.3,14.7,111.9
Luka Doncic,Point,2022-12-12,DAL,OKC,38.0,8.0,13.0,27.0,0.481,3.0,10.0,0.3,9.0,10.0,0.9,4.0,0.605,38.9,0.537,127.0,115.0,27.6,8.0,114.2
Luka Doncic,Point,2022-12-14,DAL,CLE,30.0,6.0,9.0,23.0,0.391,2.0,8.0,0.25,10.0,11.0,0.909,5.0,0.539,41.1,0.435,103.0,118.0,18.7,5.3,110.6
Luka Doncic,Point,2022-12-16,DAL,POR,33.0,9.0,11.0,18.0,0.611,5.0,9.0,0.556,6.0,7.0,0.857,4.0,0.783,40.0,0.75,140.0,112.0,27.3,13.1,118.8
Luka Doncic,Point,2022-12-19,DAL,MIN,19.0,7.0,5.0,17.0,0.294,3.0,8.0,0.375,6.0,7.0,0.857,4.0,0.473,38.9,0.382,99.0,119.0,12.0,-1.7,113.8
Luka Doncic,Point,2022-12-21,DAL,MIN,25.0,10.0,8.0,16.0,0.5,1.0,5.0,0.2,8.0,9.0,0.889,4.0,0.626,31.1,0.531,125.0,101.0,25.3,12.6,113.8
Luka Doncic,Point,2022-12-23,DAL,HOU,50.0,10.0,17.0,30.0,0.567,6.0,12.0,0.5,10.0,12.0,0.833,7.0,0.709,45.3,0.667,126.0,109.0,39.2,16.5,119.3
Luka Doncic,Point,2022-12-25,DAL,LAL,32.0,9.0,9.0,16.0,0.563,2.0,3.0,0.667,12.0,16.0,0.75,3.0,0.694,30.0,0.625,144.0,121.0,30.0,9.7,113.9
Luka Doncic,Point,2022-12-27,DAL,NYK,60.0,10.0,21.0,31.0,0.677,2.0,6.0,0.333,16.0,22.0,0.727,4.0,0.737,44.2,0.71,147.0,105.0,56.3,25.3,114.8
Luka Doncic,Point,2022-12-29,DAL,HOU,35.0,13.0,11.0,21.0,0.524,4.0,9.0,0.444,9.0,12.0,0.75,2.0,0.666,36.0,0.619,142.0,106.0,36.6,20.4,119.3
Luka Doncic,Point,2022-12-31,DAL,SAS,51.0,9.0,18.0,29.0,0.621,6.0,10.0,0.6,9.0,15.0,0.6,0.0,0.716,45.8,0.724,154.0,122.0,47.5,27.7,120.0
Luka Doncic,Point,2023-01-02,DAL,HOU,39.0,8.0,10.0,26.0,0.385,1.0,9.0,0.111,18.0,22.0,0.818,4.0,0.547,44.4,0.404,114.0,113.0,29.4,4.6,119.3
Luka Doncic,Point,2023-01-05,DAL,BOS,23.0,3.0,7.0,23.0,0.304,0.0,6.0,0.0,9.0,11.0,0.818,4.0,0.413,43.9,0.304,81.0,126.0,8.1,-6.1,111.5
Luka Doncic,Point,2023-01-07,DAL,NOP,34.0,10.0,10.0,23.0,0.435,3.0,6.0,0.5,11.0,15.0,0.733,7.0,0.574,41.4,0.5,108.0,112.0,22.4,-2.1,112.5
Luka Doncic,Point,2023-01-10,DAL,LAC,43.0,7.0,12.0,22.0,0.545,3.0,9.0,0.333,16.0,21.0,0.762,3.0,0.688,40.1,0.614,133.0,117.0,36.8,15.4,114.5
Luka Doncic,Point,2023-01-12,DAL,LAL,35.0,13.0,14.0,28.0,0.5,4.0,9.0,0.444,3.0,7.0,0.429,5.0,0.563,33.2,0.571,111.0,98.0,28.2,7.8,113.9
Luka Doncic,Point,2023-01-14,DAL,POR,15.0,10.0,7.0,19.0,0.368,0.0,5.0,0.0,1.0,6.0,0.167,1.0,0.347,30.5,0.368,94.0,139.0,11.2,-8.9,118.8
Luka Doncic,Point,2023-01-18,DAL,ATL,30.0,8.0,9.0,19.0,0.474,2.0,8.0,0.25,10.0,12.0,0.833,7.0,0.618,34.4,0.526,111.0,138.0,18.1,-4.1,116.3
Luka Doncic,Point,2023-01-20,DAL,MIA,34.0,7.0,12.0,24.0,0.5,5.0,8.0,0.625,5.0,8.0,0.625,3.0,0.618,37.8,0.604,124.0,98.0,27.7,13.1,113.3
Luka Doncic,Point,2023-01-22,DAL,LAC,29.0,4.0,9.0,21.0,0.429,3.0,7.0,0.429,8.0,13.0,0.615,4.0,0.543,37.4,0.5,108.0,124.0,18.7,3.6,114.5
Luka Doncic,Point,2023-01-24,DAL,WAS,41.0,6.0,16.0,29.0,0.552,0.0,4.0,0.0,9.0,12.0,0.75,3.0,0.598,43.3,0.552,118.0,122.0,31.4,4.2,115.6
Luka Doncic,Point,2023-01-30,DAL,DET,53.0,5.0,17.0,24.0,0.708,5.0,11.0,0.455,14.0,18.0,0.778,4.0,0.83,46.1,0.813,151.0,107.0,44.5,28.3,118.9
Luka Doncic,Point,2023-02-02,DAL,NOP,31.0,4.0,12.0,19.0,0.632,2.0,7.0,0.286,5.0,8.0,0.625,4.0,0.688,52.6,0.684,117.0,98.0,23.7,19.1,112.5
Luka Doncic,Point,2023-02-11,DAL,SAC,27.0,5.0,11.0,20.0,0.55,2.0,9.0,0.222,3.0,5.0,0.6,6.0,0.608,31.9,0.6,102.0,127.0,17.2,-3.8,116.8
Luka Doncic,Point,2023-02-13,DAL,MIN,33.0,6.0,10.0,20.0,0.5,2.0,7.0,0.286,11.0,15.0,0.733,4.0,0.62,38.5,0.55,121.0,126.0,25.4,4.7,113.8
Luka Doncic,Point,2023-02-15,DAL,DEN,37.0,9.0,12.0,22.0,0.545,3.0,8.0,0.375,10.0,12.0,0.833,2.0,0.678,38.3,0.614,137.0,115.0,35.1,20.1,114.2
Luka Doncic,Point,2023-02-23,DAL,SAS,28.0,10.0,8.0,16.0,0.5,1.0,6.0,0.167,11.0,12.0,0.917,1.0,0.658,33.9,0.531,147.0,108.0,31.1,13.2,120.0
Luka Doncic,Point,2023-02-26,DAL,LAL,26.0,5.0,10.0,22.0,0.455,4.0,8.0,0.5,2.0,4.0,0.5,6.0,0.547,34.1,0.545,94.0,107.0,13.8,0.0,113.9
Luka Doncic,Point,2023-02-28,DAL,IND,39.0,6.0,14.0,25.0,0.56,3.0,9.0,0.333,8.0,12.0,0.667,2.0,0.644,37.4,0.62,128.0,127.0,30.0,9.7,117.7
Luka Doncic,Point,2023-03-02,DAL,PHI,42.0,12.0,13.0,22.0,0.591,7.0,13.0,0.538,9.0,11.0,0.818,5.0,0.782,36.3,0.75,147.0,130.0,36.2,14.4,113.3
Luka Doncic,Point,2023-03-05,DAL,PHO,34.0,4.0,8.0,23.0,0.348,1.0,9.0,0.111,17.0,19.0,0.895,5.0,0.542,47.5,0.37,103.0,133.0,19.2,-7.4,113.0
Luka Doncic,Point,2023-03-07,DAL,UTA,29.0,6.0,10.0,23.0,0.435,4.0,11.0,0.364,5.0,8.0,0.625,6.0,0.547,39.5,0.522,96.0,102.0,19.2,1.4,116.7
Luka Doncic,Point,2023-03-08,DAL,NOP,15.0,8.0,4.0,14.0,0.286,1.0,5.0,0.2,6.0,8.0,0.75,1.0,0.428,30.3,0.321,102.0,117.0,12.5,3.3,112.5
Luka Doncic,Point,2023-03-22,DAL,GSW,30.0,17.0,11.0,27.0,0.407,2.0,10.0,0.2,6.0,10.0,0.6,5.0,0.478,38.2,0.444,110.0,129.0,23.1,1.3,114.4
Luka Doncic,Point,2023-03-24,DAL,CHO,34.0,8.0,12.0,23.0,0.522,2.0,9.0,0.222,8.0,10.0,0.8,5.0,0.62,40.1,0.565,112.0,117.0,26.2,6.7,115.3
Luka Doncic,Point,2023-03-26,DAL,CHO,40.0,8.0,12.0,29.0,0.414,7.0,16.0,0.438,9.0,10.0,0.9,4.0,0.599,44.1,0.534,114.0,106.0,32.3,14.9,115.3
Luka Doncic,Point,2023-03-27,DAL,IND,25.0,6.0,8.0,17.0,0.471,4.0,10.0,0.4,5.0,5.0,1.0,0.0,0.651,31.8,0.588,146.0,107.0,24.4,11.8,117.7
Luka Doncic,Point,2023-03-29,DAL,PHI,24.0,8.0,9.0,20.0,0.45,4.0,9.0,0.444,2.0,2.0,1.0,4.0,0.575,30.6,0.55,112.0,123.0,18.1,5.2,113.3
Luka Doncic,Point,2023-04-01,DAL,MIA,42.0,8.0,17.0,25.0,0.68,2.0,6.0,0.333,6.0,7.0,0.857,3.0,0.748,34.2,0.72,138.0,130.0,36.9,7.6,113.3
Luka Doncic,Point,2023-04-02,DAL,ATL,22.0,7.0,8.0,21.0,0.381,3.0,12.0,0.25,3.0,4.0,0.75,5.0,0.483,27.3,0.452,92.0,122.0,12.0,-3.9,116.3
Luka Doncic,Point,2023-04-05,DAL,SAC,29.0,6.0,9.0,19.0,0.474,3.0,11.0,0.273,8.0,10.0,0.8,1.0,0.62,28.3,0.553,134.0,118.0,24.9,5.6,116.8
Luka Doncic,Point,2023-04-07,DAL,CHI,13.0,3.0,4.0,11.0,0.364,0.0,5.0,0.0,5.0,7.0,0.714,0.0,0.462,49.9,0.364,106.0,115.0,9.3,1.6,112.2
